school_id,academic_year,grade_level,average_score,attendance_percentage,dropout_risk_flag
SCH_0110,2022,12.0,,97.28,
SCH_0032,2021,,,66.9,
SCH_0007,2020,2.0,83.07,,
SCH_0059,2022,2.0,78.22,81.03,0.0
SCH_0058,2021,1.0,,70.94,
SCH_0106,2023,2.0,,79.43,
SCH_0019,2023,4.0,,75.73,
SCH_0078,2022,3.0,,78.22,
SCH_0042,2023,3.0,54.14,78.34,0.0
SCH_0065,2024,5.0,54.8,,
SCH_0027,2023,4.0,58.82,,
SCH_0016,2022,3.0,,69.71,
SCH_0079,2022,12.0,,87.99,
SCH_0011,2019,12.0,,,
SCH_0076,2024,7.0,,87.89,
SCH_0070,2019,,,,
SCH_0043,2021,10.0,,85.77,
SCH_0007,2021,2.0,42.67,,
SCH_0055,2023,7.0,,70.32,
SCH_0085,2021,8.0,,92.79,
SCH_0018,2022,12.0,80.81,,
SCH_0060,2020,12.0,86.73,77.78,0.0
SCH_0059,2020,5.0,68.19,99.56,0.0
SCH_0015,2019,,69.1,75.99,0.0
SCH_0108,2021,8.0,80.26,,
SCH_0042,2022,4.0,,97.82,
SCH_0002,2021,12.0,,,
SCH_0095,2023,10.0,,,
SCH_0065,2021,8.0,45.1,76.17,1.0
SCH_0031,2022,1.0,65.93,,
SCH_0067,2021,4.0,84.63,,
SCH_0037,2020,5.0,,,
SCH_0089,2019,2.0,,62.22,
SCH_0005,2019,5.0,61.54,66.49,1.0
SCH_0025,2019,9.0,60.31,,
SCH_0090,2024,1.0,41.87,,
SCH_0012,2019,5.0,63.9,86.39,0.0
SCH_0101,2021,11.0,73.58,,
SCH_0054,2020,1.0,,,
SCH_0119,2022,1.0,,89.41,
SCH_0041,2019,9.0,51.95,,
SCH_0093,2020,6.0,,,
SCH_0037,2019,6.0,,,
SCH_0035,2020,1.0,74.78,89.19,0.0
SCH_0062,2019,12.0,,,
SCH_0090,2020,1.0,,68.82,
SCH_0093,2020,11.0,,70.69,
SCH_0068,2019,11.0,49.02,,
SCH_0011,2021,1.0,71.08,,
SCH_0060,2021,10.0,,,
SCH_0115,2022,2.0,88.59,80.97,0.0
SCH_0093,2023,4.0,,67.27,
SCH_0100,2020,2.0,,65.74,
SCH_0015,2021,3.0,,86.33,
SCH_0077,2024,2.0,40.02,,
SCH_0057,2019,,51.6,,
SCH_0025,2020,6.0,64.54,,
SCH_0044,2019,,,,
SCH_0119,2020,11.0,,93.98,
SCH_0056,2021,,,,
SCH_0001,2020,7.0,,98.35,
SCH_0087,2023,12.0,,97.74,
SCH_0079,2024,3.0,62.22,,
SCH_0040,2021,8.0,,,
SCH_0070,2024,8.0,,,
SCH_0001,2024,3.0,73.02,,
SCH_0016,2022,11.0,91.52,99.6,0.0
SCH_0064,2019,7.0,,,
SCH_0095,2021,4.0,85.09,61.0,1.0
SCH_0085,2021,1.0,,,
SCH_0029,2022,2.0,44.96,,
SCH_0005,2022,9.0,,,
SCH_0090,2024,2.0,87.48,,
SCH_0072,2024,9.0,,89.6,
SCH_0044,2020,3.0,64.98,,
SCH_0113,2024,12.0,61.53,77.24,0.0
SCH_0034,2021,2.0,,,
SCH_0075,2021,10.0,,,
SCH_0007,2019,5.0,63.7,,
SCH_0005,2022,2.0,66.15,,
SCH_0061,2021,5.0,70.16,,
SCH_0111,2020,6.0,57.83,,
SCH_0078,2024,10.0,,,
SCH_0067,2023,10.0,54.58,93.45,0.0
SCH_0107,2021,4.0,66.52,85.03,0.0
SCH_0112,2020,7.0,88.71,93.2,0.0
SCH_0014,2019,8.0,68.23,61.48,1.0
SCH_0085,2022,12.0,,62.37,
SCH_0109,2020,1.0,,96.77,
SCH_0045,2021,6.0,61.29,,
SCH_0089,2023,8.0,52.48,90.41,0.0
SCH_0088,2024,,41.79,,
SCH_0006,2023,6.0,64.59,,
SCH_0079,2022,4.0,50.62,,
SCH_0116,2023,7.0,88.21,,
SCH_0020,2022,12.0,,,
SCH_0086,2020,,65.82,,
SCH_0094,2024,1.0,51.44,,
SCH_0096,2019,5.0,80.73,75.11,0.0
SCH_0049,2021,3.0,,71.94,
SCH_0078,2021,6.0,57.0,,
SCH_0098,2020,2.0,78.06,82.57,0.0
SCH_0105,2019,7.0,56.65,,
SCH_0075,2021,6.0,,74.56,
SCH_0053,2022,1.0,89.12,79.63,0.0
SCH_0039,2019,1.0,,,
SCH_0114,2024,9.0,,94.5,
SCH_0108,2021,11.0,82.4,,
SCH_0009,2021,,43.18,63.98,1.0
SCH_0013,2020,2.0,,,
SCH_0080,2020,3.0,,,
SCH_0098,2023,3.0,91.09,66.08,1.0
SCH_0060,2024,5.0,,65.86,
SCH_0106,2021,5.0,,79.72,
SCH_0077,2024,11.0,46.1,79.68,1.0
SCH_0114,2021,2.0,45.12,,
SCH_0076,2024,10.0,40.8,,
SCH_0010,2022,4.0,63.31,,
SCH_0076,2023,12.0,47.65,72.92,1.0
SCH_0079,2022,1.0,,,
SCH_0109,2024,1.0,,95.49,
SCH_0019,2024,7.0,41.62,63.71,1.0
SCH_0108,2024,9.0,91.01,72.94,0.0
SCH_0023,2019,12.0,,79.34,
SCH_0111,2024,8.0,,86.6,
SCH_0117,2021,1.0,46.42,97.43,1.0
SCH_0055,2024,4.0,,,
SCH_0071,2021,5.0,,60.32,
SCH_0070,2021,,60.99,61.97,1.0
SCH_0052,2020,,52.4,,
SCH_0056,2019,9.0,,97.62,
SCH_0032,2021,6.0,,81.54,
SCH_0046,2024,2.0,,65.96,
SCH_0113,2021,10.0,,,
SCH_0112,2019,10.0,,,
SCH_0058,2021,11.0,,,
SCH_0117,2022,5.0,45.35,,
SCH_0094,2019,1.0,,80.05,
SCH_0062,2022,8.0,53.87,,
SCH_0057,2022,12.0,,,
SCH_0064,2020,2.0,,,
SCH_0080,2022,5.0,,,
SCH_0032,2022,12.0,,,
SCH_0039,2020,6.0,,61.21,
SCH_0095,2019,10.0,45.55,,
SCH_0038,2021,1.0,90.41,,
SCH_0002,2020,,,,
SCH_0036,2022,5.0,,69.49,
SCH_0016,2019,8.0,43.63,,
SCH_0087,2024,4.0,,85.5,
SCH_0024,2024,2.0,50.6,,
SCH_0093,2022,,45.97,92.34,1.0
SCH_0049,2019,3.0,68.87,,
SCH_0098,2021,2.0,,,
SCH_0078,2020,12.0,,75.17,
SCH_0066,2021,7.0,53.51,88.85,0.0
SCH_0088,2022,7.0,,,
SCH_0047,2021,1.0,,,
SCH_0052,2019,1.0,53.64,95.47,0.0
SCH_0021,2023,5.0,,98.18,
SCH_0076,2020,6.0,44.51,91.05,1.0
SCH_0066,2020,12.0,49.66,,
SCH_0066,2023,6.0,,94.0,
SCH_0006,2024,3.0,80.97,70.25,1.0
SCH_0004,2022,,,,
SCH_0058,2019,2.0,44.25,93.76,1.0
SCH_0047,2024,12.0,,99.05,
SCH_0028,2019,,88.05,,
SCH_0052,2022,4.0,85.42,,
SCH_0114,2021,10.0,,,
SCH_0023,2022,10.0,,,
SCH_0056,2020,7.0,91.18,65.43,1.0
SCH_0080,2020,5.0,48.33,87.08,1.0
SCH_0025,2019,10.0,63.35,85.6,0.0
SCH_0080,2019,4.0,85.75,,
SCH_0047,2019,4.0,86.55,,
SCH_0114,2021,3.0,,,
SCH_0042,2023,3.0,87.08,,
SCH_0033,2023,5.0,,,
SCH_0089,2019,10.0,,,
SCH_0054,2022,12.0,76.6,60.3,1.0
SCH_0001,2019,1.0,,,
SCH_0059,2024,6.0,85.49,89.59,0.0
SCH_0004,2022,,,,
SCH_0033,2019,,,,
SCH_0110,2024,4.0,88.55,77.93,0.0
SCH_0099,2024,,41.3,60.72,1.0
SCH_0076,2019,8.0,,80.19,
SCH_0002,2022,6.0,71.78,71.02,1.0
SCH_0119,2022,6.0,,94.03,
SCH_0022,2022,1.0,,,
SCH_0048,2022,,,98.19,
SCH_0119,2024,,,,
SCH_0057,2020,11.0,56.53,,
SCH_0101,2023,4.0,71.48,91.27,0.0
SCH_0058,2020,2.0,48.49,,
SCH_0058,2019,2.0,,,
SCH_0007,2024,5.0,,61.25,
SCH_0065,2021,6.0,,78.72,
SCH_0008,2019,5.0,,,
SCH_0119,2021,3.0,63.59,,
SCH_0052,2021,3.0,78.18,77.62,0.0
SCH_0068,2019,,56.12,66.17,1.0
SCH_0046,2022,3.0,,,
SCH_0029,2019,7.0,,65.79,
SCH_0052,2021,,,,
SCH_0104,2024,6.0,,,
SCH_0063,2020,10.0,,,
SCH_0017,2021,2.0,54.95,,
SCH_0022,2023,8.0,50.52,98.92,1.0
SCH_0007,2021,,67.5,,
SCH_0085,2022,,78.34,96.86,0.0
SCH_0013,2024,7.0,88.89,,
SCH_0107,2019,8.0,,,
SCH_0058,2021,10.0,57.07,,
SCH_0053,2024,1.0,,92.75,
SCH_0036,2021,3.0,,95.67,
SCH_0013,2023,9.0,85.81,95.44,0.0
SCH_0054,2020,10.0,,87.11,
SCH_0020,2021,9.0,,93.27,
SCH_0024,2021,6.0,46.54,,
SCH_0047,2022,2.0,79.47,,
SCH_0075,2023,8.0,,,
SCH_0044,2023,1.0,86.34,,
SCH_0004,2023,10.0,51.63,,
SCH_0080,2023,7.0,60.41,,
SCH_0115,2019,,,,
SCH_0029,2019,,,95.26,
SCH_0107,2020,9.0,,67.55,
SCH_0090,2019,8.0,76.12,,
SCH_0069,2019,12.0,60.2,,
SCH_0058,2023,6.0,,85.11,
SCH_0078,2024,1.0,62.67,,
SCH_0067,2021,7.0,,96.93,
SCH_0002,2021,9.0,,99.09,
SCH_0030,2021,3.0,45.8,98.33,1.0
SCH_0084,2020,2.0,,68.31,
SCH_0090,2021,5.0,,92.73,
SCH_0004,2021,7.0,40.81,86.13,1.0
SCH_0017,2019,6.0,,98.3,
SCH_0044,2023,1.0,55.3,,
SCH_0054,2022,5.0,52.04,92.54,0.0
SCH_0111,2019,4.0,57.23,,
SCH_0037,2020,5.0,,96.07,
SCH_0096,2020,,59.03,,
SCH_0073,2021,10.0,72.49,,
SCH_0106,2020,8.0,81.75,,
SCH_0090,2019,4.0,66.39,84.73,0.0
SCH_0039,2020,5.0,43.93,,
SCH_0041,2024,7.0,54.69,78.92,0.0
SCH_0055,2024,11.0,,69.57,
SCH_0011,2019,,89.05,82.38,0.0
SCH_0033,2020,8.0,65.26,,
SCH_0040,2020,1.0,52.36,87.3,0.0
SCH_0029,2019,8.0,80.87,85.66,0.0
SCH_0041,2024,10.0,,,
SCH_0018,2021,9.0,60.87,88.66,0.0
SCH_0006,2024,2.0,,,
SCH_0044,2024,10.0,,,
SCH_0028,2019,4.0,,88.27,
SCH_0089,2020,12.0,72.53,,
SCH_0024,2024,11.0,93.31,86.45,0.0
SCH_0116,2023,9.0,84.02,68.14,1.0
SCH_0003,2020,3.0,91.07,68.15,1.0
SCH_0061,2023,,,85.04,
SCH_0049,2019,8.0,56.21,62.04,1.0
SCH_0094,2022,12.0,,64.81,
SCH_0101,2024,12.0,72.69,,
SCH_0088,2024,1.0,,,
SCH_0078,2022,10.0,76.26,84.52,0.0
SCH_0109,2023,9.0,78.47,93.48,0.0
SCH_0077,2020,6.0,,88.55,
SCH_0102,2021,3.0,,81.65,
SCH_0096,2023,10.0,,80.47,
SCH_0025,2022,11.0,67.26,,
SCH_0061,2019,12.0,75.68,90.89,0.0
SCH_0009,2021,11.0,78.54,87.74,0.0
SCH_0051,2019,8.0,,69.84,
SCH_0018,2019,,,90.49,
SCH_0040,2022,8.0,61.92,,
SCH_0084,2023,,73.75,,
SCH_0007,2022,12.0,,,
SCH_0101,2023,9.0,40.39,73.21,1.0
SCH_0001,2021,3.0,84.64,62.61,1.0
SCH_0056,2022,10.0,91.59,79.46,0.0
SCH_0106,2019,11.0,,69.15,
SCH_0034,2019,9.0,,,
SCH_0082,2021,3.0,74.15,,
SCH_0062,2020,7.0,,,
SCH_0073,2023,,44.55,60.06,1.0
SCH_0078,2019,10.0,,76.51,
SCH_0088,2020,7.0,81.23,,
SCH_0068,2019,6.0,90.88,,
SCH_0109,2023,12.0,,,
SCH_0116,2021,1.0,,99.08,
SCH_0087,2023,6.0,51.35,83.44,1.0
SCH_0033,2022,6.0,91.84,64.98,1.0
SCH_0063,2019,7.0,94.41,,
SCH_0062,2022,7.0,60.57,,
SCH_0070,2023,10.0,,83.53,
SCH_0019,2021,11.0,,72.1,
SCH_0047,2021,7.0,,,
SCH_0120,2024,8.0,84.83,,
SCH_0087,2021,3.0,,,
SCH_0001,2019,12.0,,,
SCH_0089,2019,6.0,90.28,98.63,0.0
SCH_0073,2023,1.0,69.42,84.15,0.0
SCH_0079,2022,8.0,,66.51,
SCH_0117,2021,2.0,48.07,94.62,1.0
SCH_0021,2019,7.0,,,
SCH_0120,2022,2.0,66.76,83.72,0.0
SCH_0109,2021,1.0,,68.91,
SCH_0004,2022,6.0,50.29,72.5,1.0
SCH_0040,2021,12.0,,,
SCH_0071,2021,9.0,,,
SCH_0086,2022,9.0,57.3,,
SCH_0093,2020,9.0,70.47,68.35,1.0
SCH_0074,2024,,,90.77,
SCH_0027,2024,5.0,,62.12,
SCH_0105,2020,4.0,44.65,87.16,1.0
SCH_0106,2020,1.0,79.62,,
SCH_0107,2019,12.0,,,
SCH_0018,2023,11.0,,97.13,
SCH_0033,2020,8.0,44.36,,
SCH_0111,2020,6.0,,83.86,
SCH_0087,2021,7.0,46.27,69.49,1.0
SCH_0066,2019,3.0,58.95,,
SCH_0005,2024,10.0,59.4,,
SCH_0075,2024,12.0,69.37,90.77,0.0
SCH_0070,2024,5.0,,,
SCH_0079,2021,3.0,,86.61,
SCH_0115,2023,9.0,55.1,,
SCH_0085,2019,10.0,66.88,,
SCH_0071,2019,9.0,,,
SCH_0066,2020,4.0,50.48,65.11,1.0
SCH_0032,2019,,,70.65,
SCH_0047,2023,6.0,63.67,81.43,0.0
SCH_0055,2022,7.0,,,
SCH_0094,2023,12.0,59.93,84.04,0.0
SCH_0116,2024,8.0,,,
SCH_0039,2021,10.0,63.13,,
SCH_0062,2022,12.0,55.67,,
SCH_0016,2020,4.0,,,
SCH_0089,2021,7.0,,75.14,
SCH_0015,2023,5.0,55.01,99.33,0.0
SCH_0053,2023,7.0,,75.7,
SCH_0083,2023,9.0,,64.33,
SCH_0072,2020,7.0,67.88,,
SCH_0050,2024,,,,
SCH_0110,2021,12.0,86.8,98.32,0.0
SCH_0023,2019,3.0,42.34,85.92,1.0
SCH_0005,2021,10.0,87.7,64.14,1.0
SCH_0061,2019,6.0,84.16,,
SCH_0074,2019,9.0,46.84,85.62,1.0
SCH_0059,2022,2.0,41.45,,
SCH_0051,2022,,,,
SCH_0103,2021,3.0,43.65,74.45,1.0
SCH_0089,2023,,,97.75,
SCH_0028,2023,12.0,,71.8,
SCH_0103,2023,3.0,,,
SCH_0004,2019,9.0,,,
SCH_0087,2023,7.0,,,
SCH_0100,2021,6.0,,,
SCH_0058,2019,7.0,56.34,,
SCH_0074,2020,8.0,75.4,,
SCH_0117,2022,3.0,81.31,77.05,0.0
SCH_0029,2022,4.0,72.72,,
SCH_0025,2019,,,,
SCH_0110,2020,8.0,77.8,,
SCH_0026,2024,2.0,,67.17,
SCH_0076,2021,7.0,,82.1,
SCH_0045,2019,1.0,,86.63,
SCH_0026,2021,9.0,,,
SCH_0020,2019,1.0,47.11,,
SCH_0011,2022,9.0,73.59,,
SCH_0073,2020,10.0,,98.71,
SCH_0030,2022,4.0,92.18,65.58,1.0
SCH_0094,2019,6.0,73.32,,
SCH_0006,2022,12.0,44.17,,
SCH_0001,2021,9.0,,,
SCH_0064,2023,8.0,,85.6,
SCH_0094,2019,4.0,75.68,,
SCH_0079,2019,2.0,,87.91,
SCH_0048,2023,12.0,94.44,,
SCH_0099,2022,2.0,40.84,94.57,1.0
SCH_0100,2023,9.0,65.58,,
SCH_0004,2020,7.0,,,
SCH_0120,2019,7.0,,,
SCH_0106,2024,8.0,,87.85,
SCH_0120,2024,3.0,44.57,,
SCH_0043,2024,2.0,94.01,60.12,1.0
SCH_0019,2022,11.0,90.83,89.65,0.0
SCH_0049,2024,1.0,67.2,,
SCH_0015,2021,12.0,72.44,70.44,1.0
SCH_0020,2019,12.0,60.75,69.41,1.0
SCH_0108,2021,3.0,,,
SCH_0118,2023,3.0,70.89,75.74,0.0
SCH_0052,2023,2.0,,66.46,
SCH_0108,2020,9.0,,,
SCH_0009,2022,,40.09,75.75,1.0
SCH_0106,2020,1.0,94.0,88.0,0.0
SCH_0071,2024,8.0,,,
SCH_0061,2023,7.0,,,
SCH_0106,2019,8.0,68.63,,
SCH_0037,2019,8.0,92.77,,
SCH_0026,2019,5.0,,74.98,
SCH_0048,2020,8.0,,76.44,
SCH_0020,2024,8.0,74.55,,
SCH_0083,2021,10.0,83.44,92.2,0.0
SCH_0053,2023,9.0,,77.8,
SCH_0019,2022,10.0,,94.8,
SCH_0059,2022,10.0,,98.14,
SCH_0070,2021,9.0,78.57,,
SCH_0012,2020,12.0,,,
SCH_0091,2024,10.0,47.45,85.02,1.0
SCH_0024,2024,7.0,81.52,89.55,0.0
SCH_0118,2022,6.0,70.66,,
SCH_0054,2024,3.0,61.28,74.57,0.0
SCH_0100,2021,7.0,76.86,,
SCH_0006,2024,10.0,68.49,60.69,1.0
SCH_0111,2022,12.0,,,
SCH_0023,2020,,,,
SCH_0079,2023,9.0,,66.73,
SCH_0058,2024,4.0,,92.85,
SCH_0117,2023,8.0,87.72,66.03,1.0
SCH_0060,2022,3.0,57.74,78.26,0.0
SCH_0072,2020,2.0,52.79,,
SCH_0049,2024,4.0,85.91,93.41,0.0
SCH_0068,2023,,73.15,73.76,0.0
SCH_0072,2022,9.0,,,
SCH_0038,2021,12.0,81.63,,
SCH_0025,2024,10.0,94.88,,
SCH_0008,2020,10.0,,67.16,
SCH_0016,2019,11.0,45.83,76.42,1.0
SCH_0106,2024,5.0,69.32,,
SCH_0066,2021,,,,
SCH_0063,2023,8.0,74.97,,
SCH_0046,2024,6.0,,65.71,
SCH_0031,2022,12.0,,,
SCH_0052,2022,4.0,88.58,,
SCH_0037,2022,9.0,,98.32,
SCH_0078,2023,12.0,80.78,98.13,0.0
SCH_0067,2022,7.0,,66.19,
SCH_0065,2024,10.0,,80.61,
SCH_0082,2020,,62.71,77.87,0.0
SCH_0060,2022,1.0,,99.83,
SCH_0031,2021,3.0,,,
SCH_0040,2019,9.0,94.5,,
SCH_0109,2019,10.0,47.97,,
SCH_0074,2024,7.0,,72.4,
SCH_0084,2023,6.0,,64.43,
SCH_0047,2019,4.0,,96.81,
SCH_0113,2020,7.0,50.37,96.72,1.0
SCH_0111,2024,1.0,,,
SCH_0099,2022,7.0,,96.03,
SCH_0069,2020,6.0,67.6,,
SCH_0093,2023,9.0,,,
SCH_0031,2023,4.0,,94.02,
SCH_0105,2021,6.0,,,
SCH_0006,2019,10.0,54.87,,
SCH_0073,2024,10.0,80.56,,
SCH_0102,2019,12.0,41.1,93.12,1.0
SCH_0119,2024,7.0,92.9,89.83,0.0
SCH_0016,2023,1.0,67.49,92.4,0.0
SCH_0075,2019,,88.56,,
SCH_0030,2019,10.0,76.09,78.65,0.0
SCH_0037,2020,12.0,,92.06,
SCH_0011,2024,7.0,48.86,,
SCH_0072,2023,10.0,57.23,80.41,0.0
SCH_0027,2023,12.0,84.63,,
SCH_0085,2022,5.0,,80.19,
SCH_0021,2019,,43.16,,
SCH_0102,2024,9.0,78.01,,
SCH_0064,2023,2.0,44.79,,
SCH_0076,2021,2.0,94.5,,
SCH_0058,2021,2.0,,,
SCH_0094,2020,10.0,63.41,64.91,1.0
SCH_0048,2024,3.0,55.37,,
SCH_0087,2023,1.0,69.09,,
SCH_0107,2019,5.0,91.66,73.74,0.0
SCH_0037,2024,11.0,67.92,72.75,0.0
SCH_0099,2021,12.0,67.77,,
SCH_0078,2022,12.0,,88.16,
SCH_0040,2020,7.0,,67.87,
SCH_0107,2019,7.0,,,
SCH_0093,2021,7.0,91.25,90.33,0.0
SCH_0041,2021,11.0,47.01,,
SCH_0022,2022,10.0,45.37,,
SCH_0093,2019,9.0,,,
SCH_0040,2019,3.0,,,
SCH_0017,2022,9.0,,,
SCH_0032,2024,12.0,,,
SCH_0036,2023,12.0,54.71,,
SCH_0064,2020,,74.41,90.22,0.0
SCH_0083,2021,,66.23,73.81,0.0
SCH_0108,2019,9.0,89.35,77.87,0.0
SCH_0059,2021,8.0,49.9,72.93,1.0
SCH_0047,2020,10.0,40.81,,
SCH_0093,2020,6.0,45.43,,
SCH_0080,2019,5.0,73.4,78.68,0.0
SCH_0112,2023,8.0,53.51,89.52,0.0
SCH_0042,2022,6.0,63.82,84.05,0.0
SCH_0049,2021,12.0,,82.28,
SCH_0043,2022,2.0,86.2,83.92,0.0
SCH_0059,2019,2.0,,76.34,
SCH_0020,2024,7.0,,,
SCH_0049,2020,3.0,,,
SCH_0036,2021,1.0,,,
SCH_0098,2021,8.0,,84.58,
SCH_0024,2022,9.0,50.46,92.53,1.0
SCH_0079,2019,2.0,,78.56,
SCH_0062,2024,10.0,,78.64,
SCH_0094,2020,6.0,65.65,,
SCH_0104,2022,10.0,,84.61,
SCH_0074,2022,3.0,80.04,,
SCH_0028,2022,3.0,72.07,,
SCH_0103,2022,2.0,,,
SCH_0096,2023,7.0,92.5,,
SCH_0058,2023,3.0,82.45,,
SCH_0087,2019,6.0,,,
SCH_0117,2022,6.0,63.72,70.59,1.0
SCH_0076,2023,3.0,93.02,,
SCH_0019,2019,6.0,,94.51,
SCH_0008,2019,4.0,62.0,,
SCH_0058,2019,3.0,87.58,95.84,0.0
SCH_0032,2020,4.0,55.17,65.84,1.0
SCH_0020,2023,10.0,87.33,98.68,0.0
SCH_0053,2022,3.0,,,
SCH_0067,2022,4.0,83.09,69.92,1.0
SCH_0080,2019,6.0,,,
SCH_0102,2020,10.0,,,
SCH_0006,2022,6.0,,86.7,
SCH_0043,2019,9.0,44.33,94.5,1.0
SCH_0094,2019,4.0,91.52,,
SCH_0044,2020,10.0,43.72,,
SCH_0028,2023,12.0,87.46,86.05,0.0
SCH_0080,2021,7.0,91.55,83.99,0.0
SCH_0035,2023,5.0,,98.85,
SCH_0006,2020,11.0,,,
SCH_0061,2019,10.0,71.98,71.22,1.0
SCH_0112,2022,2.0,76.79,80.14,0.0
SCH_0074,2022,12.0,,79.25,
SCH_0060,2021,4.0,,,
SCH_0047,2020,8.0,,,
SCH_0082,2022,12.0,,70.68,
SCH_0015,2020,7.0,,63.22,
SCH_0061,2024,12.0,,,
SCH_0030,2019,4.0,65.19,84.47,0.0
SCH_0076,2024,,,76.49,
SCH_0030,2022,5.0,,84.01,
SCH_0025,2020,,74.67,78.74,0.0
SCH_0048,2022,8.0,,76.0,
SCH_0061,2019,,86.81,,
SCH_0026,2024,4.0,82.06,87.7,0.0
SCH_0082,2021,7.0,,,
SCH_0111,2023,10.0,51.25,93.4,1.0
SCH_0096,2023,,,79.67,
SCH_0113,2023,8.0,60.96,,
SCH_0102,2019,6.0,,,
SCH_0071,2022,12.0,80.58,88.05,0.0
SCH_0058,2022,10.0,75.97,66.88,1.0
SCH_0047,2020,10.0,69.54,,
SCH_0076,2022,5.0,68.84,,
SCH_0078,2020,1.0,90.35,,
SCH_0045,2023,3.0,90.97,76.83,0.0
SCH_0048,2021,3.0,66.86,84.74,0.0
SCH_0118,2022,10.0,44.61,84.14,1.0
SCH_0066,2019,7.0,90.48,91.95,0.0
SCH_0079,2023,2.0,48.79,,
SCH_0034,2023,5.0,52.45,,
SCH_0053,2020,2.0,,,
SCH_0006,2019,10.0,,78.01,
SCH_0100,2019,,84.64,94.97,0.0
SCH_0089,2022,,,,
SCH_0069,2023,7.0,56.75,,
SCH_0035,2020,4.0,,62.44,
SCH_0086,2022,2.0,,,
SCH_0029,2020,8.0,56.09,,
SCH_0090,2020,5.0,46.41,65.06,1.0
SCH_0114,2019,7.0,,81.54,
SCH_0059,2020,7.0,58.98,88.22,0.0
SCH_0026,2023,8.0,40.26,60.94,1.0
SCH_0069,2024,2.0,54.39,73.8,0.0
SCH_0106,2019,10.0,,86.91,
SCH_0095,2023,4.0,,,
SCH_0088,2023,10.0,,,
SCH_0097,2021,,92.16,,
SCH_0046,2021,3.0,50.16,,
SCH_0100,2023,12.0,94.83,85.52,0.0
SCH_0005,2023,12.0,,75.13,
SCH_0072,2024,7.0,86.79,77.66,0.0
SCH_0036,2021,9.0,,89.04,
SCH_0120,2024,9.0,64.94,,
SCH_0059,2019,8.0,,85.37,
SCH_0044,2023,10.0,82.41,75.38,0.0
SCH_0060,2024,9.0,,75.96,
SCH_0040,2020,4.0,63.12,,
SCH_0081,2022,3.0,74.98,,
SCH_0073,2024,7.0,70.14,92.57,0.0
SCH_0008,2022,11.0,,86.78,
SCH_0112,2022,4.0,71.03,64.64,1.0
SCH_0114,2020,8.0,92.86,,
SCH_0010,2019,10.0,,,
SCH_0071,2023,8.0,43.1,63.15,1.0
SCH_0082,2020,3.0,89.29,60.99,1.0
SCH_0016,2024,9.0,63.32,,
SCH_0090,2021,6.0,49.62,61.27,1.0
SCH_0118,2024,2.0,91.63,91.98,0.0
SCH_0103,2019,8.0,42.66,81.63,1.0
SCH_0052,2024,7.0,44.34,69.24,1.0
SCH_0088,2022,12.0,,,
SCH_0096,2024,12.0,43.67,,
SCH_0030,2024,,70.28,,
SCH_0108,2020,11.0,,,
SCH_0064,2020,8.0,,,
SCH_0028,2023,6.0,,,
SCH_0015,2021,6.0,55.84,,
SCH_0113,2020,11.0,66.02,,
SCH_0098,2024,8.0,80.62,71.44,1.0
SCH_0049,2021,3.0,,98.37,
SCH_0102,2023,,,,
SCH_0070,2019,,,,
SCH_0075,2019,9.0,40.59,,
SCH_0118,2020,2.0,,91.63,
SCH_0003,2023,,,84.12,
SCH_0061,2020,6.0,47.0,,
SCH_0022,2023,,,,
SCH_0056,2023,11.0,,78.45,
SCH_0002,2019,1.0,75.92,,
SCH_0120,2024,,43.1,,
SCH_0081,2023,1.0,52.98,93.23,0.0
SCH_0112,2021,1.0,73.29,,
SCH_0017,2020,2.0,56.84,64.03,1.0
SCH_0080,2023,3.0,,,
SCH_0088,2023,6.0,,,
SCH_0079,2021,10.0,,,
SCH_0096,2019,4.0,,94.77,
SCH_0001,2023,1.0,43.44,69.5,1.0
SCH_0078,2020,5.0,,65.34,
SCH_0004,2019,12.0,,79.88,
SCH_0106,2023,9.0,,94.39,
SCH_0077,2023,2.0,,80.15,
SCH_0021,2023,6.0,,,
SCH_0027,2021,4.0,79.06,,
SCH_0086,2022,4.0,79.34,,
SCH_0044,2020,4.0,48.27,99.61,1.0
SCH_0061,2021,2.0,45.49,94.28,1.0
SCH_0101,2019,8.0,82.07,,
SCH_0036,2020,3.0,,,
SCH_0027,2019,1.0,51.96,73.6,1.0
SCH_0071,2022,12.0,56.05,64.85,1.0
SCH_0064,2020,5.0,,99.94,
SCH_0049,2023,12.0,54.88,,
SCH_0097,2023,10.0,84.98,91.56,0.0
SCH_0062,2020,10.0,87.31,,
SCH_0057,2022,6.0,,,
SCH_0110,2021,10.0,,90.4,
SCH_0101,2022,,49.16,99.59,1.0
SCH_0099,2020,4.0,74.8,69.73,1.0
SCH_0069,2019,10.0,90.33,,
SCH_0046,2019,6.0,,89.63,
SCH_0108,2023,5.0,92.15,,
SCH_0070,2019,12.0,59.12,,
SCH_0105,2023,9.0,57.63,,
SCH_0106,2020,7.0,53.25,,
SCH_0066,2022,3.0,75.08,,
SCH_0019,2022,9.0,44.65,,
SCH_0105,2019,4.0,,69.77,
SCH_0009,2021,7.0,,98.6,
SCH_0055,2019,6.0,91.69,68.23,1.0
SCH_0039,2022,7.0,46.38,,
SCH_0086,2022,,53.78,,
SCH_0087,2021,8.0,65.12,,
SCH_0077,2023,8.0,,,
SCH_0111,2024,7.0,,80.93,
